[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr
runeword_force|Force|Voima|Força|Сила|力|力|힘|Kraft|Puissance
lore_runeword_force|Decimate with brute force, give no quarter to anyone who opposes you.||Dezime-os com força bruta, não dê trégua a quem se opões a você.|Уничтожайте грубой силой, не давайте пощады никому, кто выступает против вас.|||압도적인 힘으로 적을 섬멸하고, 당신을 반대하는 자에게는 자비를 베풀지 마십시오.||Décimez par la force brute, ne faites pas de quartier à ceux qui s'opposent à vous.
runeword_mystify|Mystify|Mystifioi|Mistificar|Мистифицировать|故弄玄虚|神秘化|신비화|Verwirren|Mystique
lore_runeword_mystify|After eons being lost in time, this armor serves well to those able to wield it to it's complete potential.||Depois de eras perdidas no tempo, esta armadura serve bem àqueles capazes de usá-la em seu potencial completo.|После того, как эоны были потеряны во времени, эта броня хорошо служит тем, кто способен использовать ее в полной мере.|||시간 속에 잃어버린 세월 후에, 이 갑옷은 완전한 잠재력을 발휘할 수 있는 자에게 잘 맞습니다.||Après avoir été perdue dans le temps, cette armure sert à ceux qui sont capables de la manier à son plein potentiel.
runeword_shroud_of_elements|Shroud of Elements|Elementtiliina|Manto dos Elementos|Пелена стихий|裹尸布的元素|エレメントのシュラウド|요소의 장막|Schleier der Elemente|Linceul des éléments
lore_runeword_shroud_of_elements|Amid the convergence of elements, at the very nexus where earth, air, fire, and water intertwine, a clandestine realm shrouded in mystery lies concealed. Within these veiled depths, the enigmatic forces of nature lurk and bide their time, ever watchful for the arrival of their true master.||Em meio à convergência dos elementos, no exato ponto em que a terra, o ar, o fogo e a água se entrelaçam, esconde-se um reino clandestino envolto em mistério. Dentro dessas profundezas veladas, as forças enigmáticas da natureza se escondem e aguardam seu momento, sempre atentas à chegada de seu verdadeiro mestre.|Среди слияния стихий, на самом стыке, где переплетаются земля, воздух, огонь и вода, скрывается тайное царство, окутанное тайной. В этих скрытых глубинах скрываются загадочные силы природы, которые выжидают своего часа, всегда ожидая прибытия своего истинного хозяина.|||원소들이 융합되는 그 지점, 땅과 공기, 불과 물이 얽히는 바로 그 곳에, 신비로 감싸인 비밀스러운 영역이 숨겨져 있다. 이 가려진 깊은 곳에서, 자연의 신비한 힘들이 숨어서 때를 기다리며, 진정한 주인의 도착을 항상 주시하고 있다.||Au milieu de la convergence des éléments, à l'endroit même où le poison, la foudre, le feu et la glace s'entremêlent, se cache un royaume mystérieux et insaisissable. Dans ces profondeurs voilées, les forces énigmatiques de la nature se cachent et attendent leur heure, toujours à l'affût de l'arrivée de leur véritable maître.
runeword_mayhem|Mayhem|Sekasorto|Caos|Хаос|混乱|騒乱|아수라장|Chaos|Chaos
lore_runeword_mayhem|Raging from the fields of chaos behold a untamed power; total mayhem.||Dos campos do caos surge um poder indomável, a desordem total.|Бушующая на полях хаоса, узрите неукротимую силу; полный хаос.|||혼돈의 들판에서 날뛰는 힘을 보라; 완전한 혼란.||Des champs du désespoir surgit une puissance indomptée : le chaos total.
runeword_quickstep|Quickstep|Nopsajalka|Passo Rápido|Быстрый Шаг|跳快步舞|クイックステップ|빠른 스텝|Schnellmarsch|Marche rapide
lore_runeword_quickstep|Caution your steps, for the path unfurls with unexpected swiftness, inviting you to a journey that races beyond all reckoning.||Cuidado com os seus passos, pois o caminho se abre com uma rapidez inesperada, convidando-o para uma jornada que vai além de qualquer cálculo|Будьте осторожны в своих шагах, ибо тропинка разворачивается с неожиданной быстротой, приглашая вас в путешествие, которое мчится сверх всяких ожиданий.|||발걸음을 조심하세요, 길이 예상치 못한 속도로 펼쳐지며, 모든 예상을 뛰어넘는 여정을 초대합니다.||Attention à vos pas, car le chemin se déploie avec une rapidité inattendue, vous invitant à un voyage qui dépasse toute espérance.
runeword_rainbow|Rainbow|Sateenkaari|Arco-íris|Радуга|彩虹|虹|무지개|Regenbogen|Arc-en-ciel
lore_runeword_rainbow|Truly unique event manifested in nature when the rain meets the sun; thus creating a headpiece for the traveler who has light within.||Um evento verdadeiramente único que se manifesta na natureza quando a chuva encontra o só, criando assim um capacete para o viajante que tem a luz dentro de si.|Поистине уникальное событие, проявляющееся в природе, когда дождь встречается с солнцем; таким образом, создается головной убор для путешественника, у которого есть свет внутри.|||자연에서 비와 태양이 만날 때 나타나는 진정한 독특한 이벤트; 이렇게 해서 안에 빛을 가진 여행자를 위한 머리 장식을 만듭니다.||Un événement unique qui se manifeste dans la nature lorsque les goutes de pluie rencontre les rayons du soleil, créant dans de rares occasions un emblème pour le voyageur qui porte la lumière en lui.
runeword_havoc|Havoc|Hävitys|Destruição|Хаос|造成严重破坏|大混乱|혼란|Durcheinander|Confusion
lore_runeword_havoc|The absolute power of a thousand hurricanes infused to one shield by a mage of chaos. Powers within this item are cold and dark||O poder absoluto de mil furacões infundido em um escudo por um mago do caos. Os poderes deste item são frios e sombrios.|Абсолютная мощь тысячи ураганов, вложенная в один щит магом хаоса. Силы, заключенные в этом предмете, холодны и темны|||혼돈의 마법사가 하나의 방패에 천 개의 허리케인의 절대적인 힘을 주입했습니다. 이 아이템의 힘은 차갑고 어둡습니다.||La puissance absolue d'un millier d'ouragans infusés dans un bouclier par un mage du chaos. Les pouvoirs de cet objet sont froids et sombres
runeword_gladstone_gooses_jacket|Gladstone Goose's Jacket|Hannu Hanhen Takki|Jaqueta de Ganso de Gladstone|Куртка Гладстонского Гуся|格拉德斯通鹅的夹克|グラッドストーン･グース･ジャケット|글래드스톤 거위 재킷|Jacke des Gladstone Goose|Veste d'oie Gladstone
lore_runeword_gladstone_gooses_jacket|Jacket made of from the finest leather, believed to bring intense luck to it's user.||Jaqueta feita com o mais fino couro, que se acredita trazer muita sorte ao seu usuário.|Куртка из тончайшей кожи, которая, как считается, приносит своему владельцу огромную удачу.|||최고급 가죽으로 만든 재킷으로, 사용자에게 강력한 행운을 가져다준다고 여겨집니다.||Veste fabriquée à partir du cuir le plus fin, censée apporter une chance considérable à son utilisateur.
runeword_preacher|Preacher|Saarnaaja|Pregador|Проповедник|牧师|牧師|목사|Priester|Prédicateur
lore_runeword_preacher|Let your soul fill with fire and ecstasy preaching righteous message.||Deixe sua alma se encher de fogo e êxtase pregando uma mensagem justa.|Пусть ваша душа наполнится огнем и экстазом, проповедуя праведное послание.|||당신의 영혼을 불과 황홀함으로 채우고 정의로운 메시지를 전파하세요.||Laissez votre âme se remplir de feu et d'extase en prêchant un message juste.
runeword_perdition|Perdition|Perikato|Perdição|Погибель|毁灭之路|破滅|지옥행|Verderben|Perdition
lore_runeword_perdition|The once-bustling streets were now deserted, the grand spires reduced to rubble, and the laughter of children replaced with the haunting echoes of misery.||As ruas outrora movimentadas estavam agora desertas, as grandes torres reduzidas a escombros e o riso das crianças substituído pelos ecos assombrosos da miséria.|Некогда оживленные улицы теперь опустели, величественные шпили превратились в руины, а детский смех сменился навязчивыми отголосками горя.|||한때 활기찼던 거리들은 이제 황폐해졌고, 웅장한 첨탑들은 잔해로 변했으며, 아이들의 웃음소리는 비참함의 소름끼치는 메아리로 대체되었습니다.||Les rues autrefois animées étaient désormais désertes, les grandes tours réduites à l'état de ruines et les rires des enfants remplacés par les échos funestes de la souffrance.
runeword_ravager|Ravager|Hävittäjä|Devastador|Разрушитель|劫掠者|ラベジャー|파괴자|Verwüster|Dévastation
lore_runeword_ravager|The smell of rotten flesh caught between it's teeth is the last thing I remember. After that I felt cold darkness overtake my soul.||O cheiro de carne podre presa entre seus dentes é a última coisa de que me lembro. Depois disso, senti a escuridão fria tomar conta de minha alma|Запах гнилой плоти, застрявшей между его зубами, - последнее, что я помню. После этого я почувствовал, как холодная тьма окутывает мою душу.|||썩은 살점이 이빨 사이에 끼어 있는 냄새가 내가 기억하는 마지막 것이다. 그 후 나는 차가운 어둠이 내 영혼을 덮치는 것을 느꼈다.||L'odeur de la chair pourrie prise entre ses dents est la dernière chose dont je me souvienne. Après cela, j'ai senti une obscurité froide envahir mon âme.
runeword_catastrophe|Catastrophe|Katastrofi|Catástrofe|Катастрофа|灾难|カタストロフ|참사|Katastrophe|Catastrophe
lore_runeword_catastrophe|Somewhere out there in the eternal realm, lurking, waiting, to cross our path and strike.||Em algum lugar lá fora, no reino eterno, à espreita, esperando para cruzar nosso caminho e atacar.|Где-то там, в вечном царстве, притаился, ожидая, чтобы пересечь наш путь и нанести удар.|||어딘가 저 멀리 영원한 영역에서 숨어서, 우리 길을 가로질러 공격하기를 기다리고 있다.||Quelque part dans le royaume éternel, tapie, attendant de croiser notre chemin et de frapper.
runeword_judge|Judge|Tuomari|Juiz|Судья|法官|ジャッジ|판사|Richter|Juge
lore_runeword_judge|And so shall rise a righteous hero. The one to bring judgement to the wicked.||E assim surgirá um herói justo. Aquele que trará o julgamento para os perversos.|И так восстанет праведный герой. Тот, кто вершит суд над нечестивыми.|||그리고 정의로운 영웅이 일어날 것이다. 악인을 심판할 자.||C'est ainsi que naîtra un héros juste. Celui qui apportera le jugement aux impies.
runeword_will_of_thanos|Will of Thanos|Thanoksen Tahto|Vontade de Thanos|Воля Таноса|灭霸的意志|サノスの意志|타노스의 의지|Wille des Thanos|Volonté de Thanos
lore_runeword_will_of_thanos|Will can overcome mountains and carve through bedrock, knows no limits and will stop at nothing.||A vontade pode superar montanhas e esculpir rochas, não conhece limites e não se detém diante de nada.|Уилл может преодолевать горы и прорубаться сквозь скальную породу, не знает границ и ни перед чем не остановится.|||의지는 산을 넘고 암반을 뚫을 수 있으며, 한계가 없고 아무것도 멈출 수 없습니다.||La volonté peut franchir des montagnes et tailler dans la croûte terrestre, elle ne connaît aucune limite et ne recule devant rien.
runeword_revelation|Revelation|Paljastus|Revelação|Откровение|启示|啓示|시현|Offenbarung|Apocalypse
lore_runeword_revelation|Behold as the fire and stone start raining down as he returns and walks the earth.||Veja como o fogo e a pedra começam a chover quando ele retorna e caminha sobre a Terra.|Смотрите, как огонь и камни начинают сыпаться дождем, когда он возвращается и ходит по земле.|||불과 돌이 비처럼 쏟아지기 시작하면서 그가 돌아와 땅을 걷습니다.||Contemplez le feu et la pierre qui commencent à pleuvoir alors qu'il revient et marche sur la terre.
