Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescWhiteMageShadowBolt03|Decreases mana cost of shadow bolt.||||||암흑 화살의 마나 소모 감소||
subDescWhiteMageShadowBolt04|Chance on cast to unleash an additional shadow bolt.||||||시전 시 추가 그림자 볼트를 발사할 확률.||
subDescWhiteMageShadowBolt05|Chance to taunt monsters on hit.||||||적중 시 몬스터 도발 확률.||
subDescWhiteMageShadowBolt06|Increases the size of shadow bolts.||||||그림자 볼트의 크기를 증가시킵니다.||
subDescWhiteMageShadowBolt07|Chance to inflict arcane break on hit.||||||공격 시 신비한 파괴 효과를 발동할 확률.||
subDescWhiteMageShadowBolt08|Increases damage dealt to shadow burning targets.||||||그림자에 불타는 대상에게 주는 피해량이 증가합니다.||
subDescWhiteMageShadowBolt09|Chance on hit to critically hit with increased critical damage.||||||공격 시 치명타 확률 증가 및 치명타 피해 증가.||
subDescWhiteMageShadowBolt10|Increases the projectile speed of shadow bolt.||||||어둠의 화살 발사체 속도가 증가합니다.||
subDescWhiteMageShadowBolt11|Shadow bolt bursts into a shadow nova on hit with increased damage and area of effect radius.||||||어둠의 화살이 명중 시 그림자 폭발로 변하며 피해량과 효과 범위가 증가합니다.||
subDescWhiteMageShadowBolt12|Unleash beams of shadows towards monsters on hit.||||||몬스터를 맞출 때 그림자 광선을 발사합니다.||
subDescWhiteMageShadowBolt13|Unleash a grasping shadow hand pulling monsters towards you inflicting arcane break on hit.||||||어둠의 손을 풀어 몬스터를 끌어당기고 타격 시 신비한 파괴를 가합니다.||
subDescWhiteMageShadowBolt14|Shadow bolt has a chance to burst into smaller shadow bolts on hit. This effect can occur infinitely.||||||어둠의 화살이 적중 시 작은 어둠의 화살로 분열될 확률이 있습니다. 이 효과는 무한히 발생할 수 있습니다.||
|||||||||
subWhiteMageSoulSpurn01|Last Mortal Act||||||마지막 인간의 행위||
subWhiteMageSoulSpurn02|Solidify||||||||
subWhiteMageSoulSpurn03|Repeating Reaping||||||반복 수확||
subWhiteMageSoulSpurn04|Consume||||||소비||
subWhiteMageSoulSpurn05|Highway to Purgatory||||||연옥으로 가는 고속도로||
subWhiteMageSoulSpurn06|Restore||||||복원||
subWhiteMageSoulSpurn07|Revitalise||||||활력||
subWhiteMageSoulSpurn08|Floating Cultist||||||떠다니는 광신도||
subWhiteMageSoulSpurn09|Shattering Destruction||||||파괴의 파열||
subWhiteMageSoulSpurn10|Corrupted Rapture||||||타락한 황홀경||
subWhiteMageSoulSpurn11|Soulfilled Tradeoff||||||혼이 담긴 거래||
subWhiteMageSoulSpurn12|Purgatory||||||연옥||
subWhiteMageSoulSpurn13|Lifeline Tether||||||생명선 연결||
subWhiteMageSoulSpurn14|Harvest the Damned||||||저주받은 자 수확||
subDescWhiteMageSoulSpurn01|Ripped souls deal a portion of the damage.||||||찢어진 영혼이 일부 피해를 입힙니다.||
subDescWhiteMageSoulSpurn02|Increases the damage dealt by soul spurn.||||||영혼의 저주로 인한 피해량이 증가합니다.||
subDescWhiteMageSoulSpurn03|Chance on cast to deal increased damage.||||||주문 시 일정 확률로 피해량 증가.||
subDescWhiteMageSoulSpurn04|Chance on cast to unleash an additional soul spurn.||||||주문 시 추가 영혼 폭발을 발동할 확률이 있습니다.||
subDescWhiteMageSoulSpurn05|Increases the speed of ripped souls.||||||영혼의 속도를 증가시킵니다.||
subDescWhiteMageSoulSpurn06|Soul spurn recovers a portion of your maximum mana on hit.||||||소울 스퍼른은 적중 시 최대 마나의 일부를 회복합니다.||
subDescWhiteMageSoulSpurn07|Soul spurn recovers a portion of your maximum life on hit.||||||소울 스퍼는 적을 타격할 때 최대 생명력의 일부를 회복합니다.||
subDescWhiteMageSoulSpurn08|Reduces movement diminish when using soul spurn.||||||소울 스퍼른 사용 시 이동 감소를 줄여줍니다.||
subDescWhiteMageSoulSpurn09|Chance to inflict arcane break on hit.||||||명중 시 신비한 파괴 효과를 줄 확률.||
subDescWhiteMageSoulSpurn10|Increases the area of effect radius of soul spurn.||||||영혼 거부의 효과 범위 반경을 증가시킵니다.||
subDescWhiteMageSoulSpurn11|Increases the damage dealt by soul spurn but decreases the area of effect radius.||||||영혼의 저주로 인한 피해가 증가하지만, 효과 범위 반경이 감소합니다.||
subDescWhiteMageSoulSpurn12|Soul spurn becomes a toggle skill ripping souls from monsters around you draining a portion of your maximum life frequently.||||||영혼 거부는 주변의 몬스터로부터 영혼을 찢어내며 주기적으로 최대 생명력의 일부를 흡수하는 토글 스킬입니다.||
subDescWhiteMageSoulSpurn13|Rip souls for all nearby allies restoring their mana and life.||||||주변 모든 아군의 마나와 생명을 회복시키기 위해 영혼을 찢어라.||
subDescWhiteMageSoulSpurn14|Monsters killed by soul spurn inflicts you with a buff increasing your arcane damage, life replenish and mana replenish for a short duration.||||||영혼의 저주로 죽인 몬스터는 잠시 동안 비전 피해, 생명력 회복, 마나 회복을 증가시키는 버프를 부여합니다.||
|||||||||
subWhiteMageSatansMark01|Heil Satan||||||하일 사탄||
subWhiteMageSatansMark02|Long Lasting Darkness||||||오래 지속되는 어둠||
subWhiteMageSatansMark03|Mark of the Beast||||||||
subWhiteMageSatansMark04|Grasp of Lucifer||||||루시퍼의 손아귀||
subWhiteMageSatansMark05|Satanic Transe||||||사탄의 황홀경||
subWhiteMageSatansMark06|Blood Ritual||||||피의 의식||
subWhiteMageSatansMark07|The Black Bible||||||검은 성경||
subWhiteMageSatansMark08|Messenger of Satan||||||사탄의 전령||
subWhiteMageSatansMark09|Reach of Darkness||||||어둠의 손길||
subWhiteMageSatansMark10|False Prophecy||||||거짓 예언||
subWhiteMageSatansMark11|The Black Mass||||||검은 제사||
subWhiteMageSatansMark12|The Rapture||||||휴거||
subWhiteMageSatansMark13|The Devil In I||||||내 안의 악마||
subWhiteMageSatansMark14|Soul Combustion||||||영혼 연소||
subDescWhiteMageSatansMark01|Increases the damage dealt by satan´s mark.||||||사탄의 표식에 의한 피해량이 증가합니다.||
subDescWhiteMageSatansMark02|Increases the duration of satan´s mark.||||||사탄의 표식 지속 시간이 증가합니다.||
subDescWhiteMageSatansMark03|Chance on cast to spawn crows circling around the target location for a short duration dealing additional damage.||||||시전 시 일정 시간 동안 목표 지점 주위에 까마귀가 소환되어 추가 피해를 입힐 확률이 있습니다.||
subDescWhiteMageSatansMark04|Increases the area of effect radius of satan´s mark.||||||사탄의 표식 효과 범위가 증가합니다.||
subDescWhiteMageSatansMark05|Increases the amount of stacks applied to targets.||||||대상에게 적용되는 스택의 양을 증가시킵니다.||
subDescWhiteMageSatansMark06|Increases the blood ripple area of effect radius of satan´s mark.||||||사탄의 표식의 피 물결 효과 범위가 증가합니다.||
subDescWhiteMageSatansMark07|Chance to apply satan´s mark to nearby monsters on hit.||||||공격 시 주변 몬스터에게 사탄의 표식을 적용할 확률.||
subDescWhiteMageSatansMark08|Decreases the cooldown of satan´s mark.||||||사탄의 표식 재사용 대기시간 감소.||
subDescWhiteMageSatansMark09|Increases the maximum cast range of satan´s mark.||||||사탄의 표식 최대 시전 범위가 증가합니다.||
subDescWhiteMageSatansMark10|Chance to inflict burning on hit.||||||공격 시 화상 입힐 확률||
subDescWhiteMageSatansMark11|Satan´s mark unleashes chains of unholy lightning when struck by black mass executing low life monsters on hit.||||||사탄의 표식은 검은 질량에 의해 타격을 받을 때 사악한 번개의 사슬을 방출하여 저급 몬스터를 처형합니다.||
subDescWhiteMageSatansMark12|Satan´s mark is applied to monsters around you on a large radius with increased stacks. Satan´s mark now has an increased cooldown.||||||사탄의 표식이 주변의 넓은 반경 내 몬스터에게 적용되며, 중첩이 증가합니다. 사탄의 표식은 이제 재사용 대기 시간이 증가합니다.||
subDescWhiteMageSatansMark13|Stuns monsters affected by satan´s mark inflicting arcane break.||||||사탄의 표식에 영향을 받은 몬스터를 기절시키고 비전 붕괴를 일으킵니다.||
subDescWhiteMageSatansMark14|Satan´s mark causes target souls to explode after a short delay dealing increased damage.||||||사탄의 표식은 잠시 후 목표 영혼을 폭발시켜 더 많은 피해를 줍니다.||
|||||||||
subWhiteMageRestlessSpirits01|Arcane Echoes||||||비전의 메아리||
subWhiteMageRestlessSpirits02|Shadowflame Affliction||||||그림자 불꽃 저주||
subWhiteMageRestlessSpirits03|Spiritual Expansion||||||영적 확장||
subWhiteMageRestlessSpirits04|Wraiths Call||||||망령의 부름||
subWhiteMageRestlessSpirits05|Spectral Efficiency||||||스펙트럴 효율||
subWhiteMageRestlessSpirits06|Phantom Step||||||팬텀 스텝||
subWhiteMageRestlessSpirits07|Hexbound Spirits||||||마법에 걸린 영혼||
subWhiteMageRestlessSpirits08|Wraiths Fury||||||망령의 분노||
subWhiteMageRestlessSpirits09|Shattering Spirits||||||영혼 파괴||
subWhiteMageRestlessSpirits10|Spectral Velocity||||||유령 속도||
subWhiteMageRestlessSpirits11|Spirit Circle||||||정령의 원||
subWhiteMageRestlessSpirits12|Master of Spirits||||||영혼의 지배자||
subWhiteMageRestlessSpirits13|Soul Termination||||||영혼 소멸||
subWhiteMageRestlessSpirits14|Feast on the Harvest||||||수확을 만끽하라||
subDescWhiteMageRestlessSpirits01|Increases damage dealt by restless spirits.||||||불안한 영혼이 주는 피해량 증가||
subDescWhiteMageRestlessSpirits02|Chance to inflict shadow burn on hit.||||||적중 시 그림자 화상을 입힐 확률.||
subDescWhiteMageRestlessSpirits03|Increases the size of restless spirits.||||||불안한 영혼의 크기를 증가시킵니다.||
subDescWhiteMageRestlessSpirits04|Increases the amount of restless spirits.||||||불안한 영혼의 수를 증가시킵니다.||
subDescWhiteMageRestlessSpirits05|Decreases the mana cost of restless spirits.||||||불안한 영혼의 마나 소모를 감소시킵니다.||
subDescWhiteMageRestlessSpirits06|Decreases movement diminish when using restless spirits.||||||불안한 영혼을 사용할 때 이동 감소가 줄어듭니다.||
subDescWhiteMageRestlessSpirits07|Chance to summon orbiting souls at target location on hit dealing damage for a short duration.||||||명중 시 짧은 시간 동안 피해를 주는 영혼을 목표 지점에 소환할 확률이 있습니다.||
subDescWhiteMageRestlessSpirits08|Increases the damage dealt by restless spirits over time.||||||시간이 지남에 따라 불안한 영혼이 가하는 피해를 증가시킵니다.||
subDescWhiteMageRestlessSpirits09|Chance to inflict arcane break on hit.||||||적중 시 비전 파열을 일으킬 확률.||
subDescWhiteMageRestlessSpirits10|Increases the projectile speed of restless spirits.||||||불안한 영혼의 발사체 속도가 증가합니다.||
subDescWhiteMageRestlessSpirits11|Restless spirits now orbit you for a short duration.||||||잠시 동안 불안한 영혼들이 당신 주위를 맴돕니다.||
subDescWhiteMageRestlessSpirits12|Summon multiple spirit servants following you and unleashing shadow bolts towards nearby monsters. Restless Spirits now has a cooldown.||||||여러 영혼 하인을 소환하여 당신을 따라오게 하고, 근처의 몬스터에게 그림자 볼트를 발사합니다. 이제 불안한 영혼은 쿨다운이 있습니다.||
subDescWhiteMageRestlessSpirits13|Restless spirits explode on hit dealing a portion of their damage as area of effect damage.||||||불안한 영혼들이 공격을 받으면 폭발하여 일부 피해를 범위 피해로 입힙니다.||
subDescWhiteMageRestlessSpirits14|Increases the amount of restless spirits according to the stack amount of harvest the damned consuming the buff.||||||수확한 저주받은 영혼의 버프를 소비하는 스택 수에 따라 불안한 영혼의 수가 증가합니다.||
|||||||||
subWhiteMageDarkOath01|Soulburn||||||소울번||
subWhiteMageDarkOath02|Oath Amplifier||||||서약 증폭기||
subWhiteMageDarkOath03|Healing Corruption||||||부패 치유||
subWhiteMageDarkOath04|Shadows Reach||||||그림자 도달||
subWhiteMageDarkOath05|Covens Oath||||||마녀단의 맹세||
subWhiteMageDarkOath06|Pulse of Vitality||||||활력의 맥동||
subWhiteMageDarkOath07|Lust for Power||||||권력에 대한 갈망||
subWhiteMageDarkOath08|Shadowsteps||||||섀도우스텝||
subWhiteMageDarkOath09|Intrusive Corruption||||||침입하는 부패||
subWhiteMageDarkOath10|Devastating Pulse||||||파괴적인 맥동||
subWhiteMageDarkOath11|Sacrificial Oath||||||희생의 맹세||
subWhiteMageDarkOath12|Soul Collector||||||영혼 수집가||
subWhiteMageDarkOath13|Corrupting Pulse||||||타락의 맥동||
subWhiteMageDarkOath14|Burning Darkness||||||타오르는 어둠||
subDescWhiteMageDarkOath01|Increases the tick frequency of dark oath.||||||암흑 서약의 틱 빈도를 증가시킵니다.||
subDescWhiteMageDarkOath02|Increases the damage dealt by dark oath.||||||암흑 서약에 의한 피해량이 증가합니다.||
