[npc]|en|fi|pt|ru|zh|ja|ko|de|fr
jasper_chain_3|The map shows that the staff is hidden in a remote tomb inside the Treasure Room in Mysterious Pyramid. I would go get it myself, but you are already familiar with the map. Just go. Bring me the staff and I'll pay you more than you can spend. GO!||O mapa mostra que o cajado está escondido em uma tumba remota dentro da Sala do Tesouro na Pirâmide Misteriosa. Eu mesmo iria buscá-lo, mas você já está familiarizado com o mapa. Apenas vá. Traga-me o cajado e eu lhe pagarei mais do que você pode gastar. VÁ!|Карта показывает, что посох спрятан в отдаленной гробнице внутри сокровищницы в Таинственной пирамиде. Я бы пошел за ним сам, но вы уже знакомы с картой. Просто идите. Приведи мне посох, и я заплачу тебе больше, чем ты сможешь потратить. ИДИ!|||지도에 따르면, 직원이 신비한 피라미드의 보물 방 안에 있는 외딴 무덤에 숨겨져 있습니다. 내가 직접 가고 싶지만, 당신은 이미 지도를 잘 알고 있습니다. 그냥 가세요. 직원을 가져오면 당신이 쓸 수 있는 것보다 더 많은 돈을 드리겠습니다. 가세요!||La carte indique que le [c_yellow]bâton d'Anubis[c_reset] est caché dans un tombeau éloigné, dans la salle du trésor de la [c_aqua]Pyramide mystérieuse[c_reset]. J'irais bien le chercher moi-même, mais je pense qu'il est préférable que tu prenne les risques. Vas-y, c'est tout. Apporte-moi le bâton et je te paierai plus que tu ne peux dépenser. ALLEZ !
jasper_chain_3_complete|I don't give meaningless compliments, but in this case I'll make an exception. Good job. Now take your reward and move it.||Não faço elogios sem sentido, mas, nesse caso, abrirei uma exceção. Bom trabalho. Agora pegue sua recompensa e saia daqui.|Я не делаю бессмысленных комплиментов, но в данном случае сделаю исключение. Хорошая работа. Теперь забирайте свою награду и двигайте ее.|||나는 의미 없는 칭찬은 하지 않지만, 이번에는 예외로 하겠다. 잘했어. 이제 보상을 받아서 움직여.||Je ne fais jamais de compliments sans intérêt, mais dans ce cas, je vais faire une exception. Bon travail. Maintenant, prend ta récompense et bouge de la.
|||||||||
jasper_chain_inprogress|Get to work!||Ao trabalho!|Приступайте к работе!|||일하러 가자!||Au travail !
|||||||||
ragnar_npc_name|Ragnar||Ragnar|Рагнар|||||Ragnar
ragnar_npc_title|Alcoholic||Bebum|Алкоголик|||||Alcoolique
ragnar_chain_1|[shake_letter]BURP[shake_reset] huh?? Oh hey... [shake_letter]BURP[shake_reset] Help me out, friend. I've got a terrible hangover from all the Belly Beer me and my friend [c_lime]Hurrdurr[c_reset] were drinking last night. [shake_letter]BURP[shake_reset]... If you can get me some Devils Cabbage from the Old Copper Mine it would really pick me up if you catch my drift. [shake_letter]BURP[shake_reset].||[shake_letter]BURP[shake_reset] huh?? Oh, ei... [shake_letter]BURP[shake_reset] Me ajude, amigo. Estou com uma ressaca terrível de toda a cerveja Belly Beer que eu e meu amigo [c_lime]Hurrdurr[c_reset] bebemos ontem à noite. [shake_letter]BURP[shake_reset]... Se você puder me conseguir um pouco de Repolho-do-Diabo da Mina Antiga de Cobre, isso realmente me animaria, se é que você me entende. BURP[shake_letter]BURP[shake_reset].|[shake_letter] ОТРЫЖКА [shake_reset] да?? О, привет… [shake_letter] ОТРЫЖКА [shake_reset] Помоги мне, друг. У меня ужасное похмелье от того количества пива, которое мы с моим другом [c_lime] Hurrdurr [c_reset] выпили прошлой ночью. [shake_letter] ОТРЫЖКА [shake_reset]... Если вы сможете достать мне немного дьявольской капусты со Старого медного рудника, это действительно поднимет мне настроение, если вы поймете, к чему я клоню. [shake_letter]ОТРЫЖКА[shake_reset].|||[shake_letter]트림[shake_reset] 헉?? 오, 안녕... [shake_letter]트림[shake_reset] 친구야, 도와줘. 어젯밤에 나랑 내 친구 [c_lime]허더[c_reset]가 배불리 맥주를 마셔서 숙취가 심해. [shake_letter]트림[shake_reset]... 네가 구리 광산에서 악마의 양배추를 좀 가져다주면 정말 도움이 될 거야, 무슨 말인지 알겠지? [shake_letter]트림[shake_reset].||[shake_letter]BLURP[shake_reset] huh ?? Oh hey... [shake_letter]BLURP[shake_reset] Aide-moi, mon ami. J'ai une terrible gueule de bois à cause de la bière Belly que mon ami [c_lime]Hurrdurr[c_reset] et moi avons bu hier soir. [shake_letter]BLURP[shake_reset]... Si vous pouviez me aller chercher [c_yellow]Marie-jeanne[c_reset] dans la [c_aqua]vielle mine de cuivre[c_reset], cela me remonterait le moral, si vous voyez ce que je veux dire. [shake_letter]BURP[shake_reset].
ragnar_chain_1_complete|Ahhh this [shake_letter]BURP[shake_reset] is the good stuff. Already feeling better. Have some Beer Belly, friend. Don't drink too much of it!||Ahhh, esse [shake_letter]BURP[shake_reset] é do bom. Já estou me sentindo melhor. Tome um pouco de Beer Belly, amigo. Não beba demais!|Аааа, эта ОТРЫЖКА [shake_letter] [shake_reset] - отличная штука. Уже чувствую себя лучше. Выпей немного пива, друг. Не пей слишком много!|||아, 이 [shake_letter]트림[shake_reset]이 정말 좋다. 벌써 기분이 나아졌어. Beer Belly 좀 마셔봐, 친구. 너무 많이 마시지 마!||Ahhh, ce [shake_letter]BLURP[shake_reset] est une bonne chose. Je me sens déjà mieux. Prends un peu de bière Belly, mon ami. N'en bois pas trop !
ragnar_chain_2|Like I said, I was out with Hurrdurr last night... and I haven't heard from him since! My memories from last night are a bit foggy, you know. I hope nothing bad has happened to him. Last thing I remember from last night was partying it out with Hurrdurr at the Abandoned Mine. Maybe you could find some clues to his whereabouts over there?||Como eu disse, saí com Hurrdurr ontem à noite... e não tive mais notícias dele desde então! Minhas lembranças da noite passada estão um pouco nebulosas, sabe. Espero que nada de ruim tenha acontecido com ele. A última coisa de que me lembro da noite passada foi de uma festa com Hurrdurr na Mina Abandonada. Talvez você possa encontrar algumas pistas sobre o paradeiro dele por lá?|Как я уже сказал, прошлой ночью я гулял с Хуррдурром… и с тех пор я ничего о нем не слышал! Знаешь, мои воспоминания о прошлой ночи немного туманны. Надеюсь, с ним ничего плохого не случилось. Последнее, что я помню из вчерашнего вечера, была вечеринка с Хуррдурром на заброшенной шахте. Может быть, вы могли бы найти там какие-нибудь зацепки к его местонахождению?|||내가 말했듯이, 어젯밤에 Hurrdurr랑 나갔었는데... 그 이후로 소식을 못 들었어! 어젯밤 기억이 좀 흐릿하거든. 그에게 나쁜 일이 일어나지 않았으면 좋겠어. 어젯밤 마지막으로 기억나는 건 Hurrdurr랑 버려진 광산에서 파티를 했던 거야. 거기서 그의 행방에 대한 단서를 찾을 수 있지 않을까?||Comme je l'ai dit, je suis sorti avec [c_lime]Hurrdurr[c_reset] hier soir... et je n'ai pas eu de nouvelles depuis ! Mes souvenirs d'hier soir sont un peu brumeux, tu sais. J'espère qu'il ne lui est rien arrivé de grave. La dernière chose dont je me souviens, c'est d'avoir fait la fête avec [c_lime]Hurrdurr[c_reset] à la [c_aqua]Mine abandonnée[c_reset]. Peut-être pourriez-vous trouver des indices sur l'endroit où il se trouve là-bas ?
ragnar_chain_2_complete|Hurrdurr's cart... but where is [c_lime]Hurrdurr[c_reset]?||O carrinho do Hurrdurr... mas onde está o [c_lime]Hurrdurr[c_reset]?|Тележка Hurrdurr... но где [c_lime]Hurrdurr[c_reset]?|||Hurrdurr의 카트... 그런데 [c_lime]Hurrdurr[c_reset]는 어디에 있지?||C'est son chariot... mais où est [c_lime]Hurrdurr[c_reset] ?
ragnar_chain_3|Oh no! Hurrdurr loves that Mining Cart. He basically lives in it. WAIT! I remember something else... Yes! We got into a pretty funky situation last night at the Damien's Realm. Please check it out. I'm so worried about him. Hurrdurr is not all there, you know. Something really bad might have happened.||Oh não! Hurrdurr adora esse carrinho de mineração. Ele basicamente vive nele. ESPERE! Eu me lembro de outra coisa... Sim! Tivemos uma situação bem engraçada ontem à noite no Reino de Damien. Por favor, dê uma olhada. Estou muito preocupada com ele. Hurrdurr não está bem lá, você sabe. Algo muito ruim pode ter acontecido.|"О нет! Хуррдурру нравится эта Шахтерская тележка. Он практически живет в ней. ПОДОЖДИТЕ! Я помню кое-что еще… Да! Прошлой ночью мы попали в довольно странную ситуацию в ""Царстве Дэмиена"". Пожалуйста, зацените это. Я так волнуюсь за него. Знаете, ""Хуррдурр"" - это еще не все. Возможно, случилось что-то действительно плохое."|||오, 안돼! Hurrdurr는 그 광산 카트를 정말 좋아해요. 그는 거의 그 안에서 살고 있어요. 잠깐! 다른 것도 기억나요... 맞아요! 어젯밤에 Damien의 영역에서 꽤 이상한 상황에 빠졌어요. 제발 확인해 주세요. 그가 너무 걱정돼요. Hurrdurr는 제정신이 아니에요. 정말 나쁜 일이 일어났을지도 몰라요.||Oh non ! [c_lime]Hurrdurr[c_reset] adore ce chariot minier. Il vit pratiquement dedans. ATTENDEZ ! Je me souviens d'autre chose... Oui ! Nous nous sommes retrouvés dans une situation assez bizarre hier soir au [c_aqua]royaume de Damien[c_reset]. Je vous en prie, allez voir ce qu'il en est. Je m'inquiète beaucoup pour lui. [c_lime]Hurrdurr[c_reset] n'est pas là, comme tu peux le constater. Il s'est peut-être passé quelque chose de très grave.
