[Item Stats]|en|fi|pt|ru|zh|ja|ko|de|fr
debuff_lifesap|Lifesap|Lifesap|Seiva de Vida|Высасывание жизни|生命流失|ライフサップ|생명력 흡수|Lebenssaft|Sève de vie
debuff_lifesap_effect|All healing reduced by|Kaikki paraneminen vähentynyt|Toda cura reduzida em|Все исцеление уменьшено на|所有治疗减少|すべての回復が減少|모든 치유량 감소|Alle Heilung verringert um|Tous les soins réduits de
debuff_agony|Agony|Tuska|Agonia|Агония|痛苦|苦悶|고통|Qual|Agonie
debuff_agony_effect|All Resistances decreased by|Kaikki vastukset laskivat|Todas as Resistências reduzidas em|Все сопротивления уменьшены на|所有抗性减少|すべての耐性が減少|모든 저항력 감소|Alle Widerstände verringert um|Toutes les résistances diminuées de
debuff_curseOfAmunRa|Curse of Amun Ra|Amun Ra:n kirous ||Проклятие Амуна Ра |阿蒙拉诅咒 |アムン・ラーの呪い |아문 라의 저주 |Fluch des Amun Ra |Malédiction d'Amon Ra 
|||||||||
[Difficulty Settings]|||||||||
difficulty_resistances|Monster Resistances|Monster Resistances|Resistências de Monstros|Сопротивления монстров|怪物抗性|モンスターの耐性|몬스터 저항력|Monsterresistenzen|Résistances des monstres
difficulty_leechResistance|Monster Leech Resistance|Monster Leech Resistance|Resistência a Sanguessugas de Monstros|Сопротивление монстров пиявкам|怪物吸血抗性|モンスターの吸血耐性|몬스터 흡혈 저항력|Monster-Leech-Resistenz|Résistance au vol de monstres
difficulty_magicFind|Increased Magic Find|Lisääntynyt Magic Find|Aumento de Descoberta Mágica|Повышенный поиск магии|增加魔法值|魔法の発見の増加|마법 발견 증가|Erhöhte magische Suche|Augmentation de la découverte de magie
difficulty_experienceGain|Increased Experience Gain|Lisääntynyt kokemuksen saanti|Aumento de Ganho de Experiência|Повышенный прирост опыта|增加经验值|経験値の増加|경험치 획득 증가|Erhöhte Erfahrungsgewinnung|Augmentation du gain d'expérience
difficulty_life|Monster Life|Monster Life|Vida de Monstro|Жизнь монстров|怪物生命值|モンスターのライフ|몬스터 생명력|Monsterleben|Vie des monstres
difficulty_damage|Monster Damage|Hirviövaurio|Dano de Monstro|Урон монстров|怪物伤害值|モンスターのダメージ|몬스터 피해|Monsterschaden|Dégâts des monstres
difficulty_attackRating|Monster Attack Rating|Monster Attack -luokitus|Classificação de Ataque de Monstro|Рейтинг атаки монстров|怪物攻击等级|モンスターの攻撃力|몬스터 공격 등급|Monsterangriffswertung|Indice d'attaque des monstres
difficulty_defenseRating|Monster Defense Rating|Monster Defense -luokitus |Classificação de Defesa de Monstro |Рейтинг защиты монстров |怪物防御等级 |モンスターの防御力 |몬스터 방어 등급 |Monsterverteidigungswertung |Indice de défense des monstres 
|||||||||
|||||||||
|||||||||
[Satanic Buffs]|||||||||
satanicBuffLootSlots|Loot Goblin|Ryöstä Goblin|Goblin de Loot|Гоблин-грабитель|掠夺地精|戦利品ゴブリン|전리품 고블린|Beute-Goblin|Gobelin à butin
satanicBuffRuneDrops|Rune Master|Rune Master|Mestre de Runas|Мастер рун|符文大师|ルーンマスター|룬 마스터|Runenmeister|Maître des runes
satanicBuffGoldDrops|Gold Hunger|Kullannälkä|Fome de Ouro|Золотой голод|黄金饥渴症|ゴールドハンガー|금의 허기|Goldhunger|Avidité d'or
satanicBuffHeroicChances|Heroic Windfall|Heroic Windfall|Ganho Heroico|Героический невезучий|英雄横财|英雄的な大金|영웅적 횡재|Heroischer Glücksfall|Aubaine héroïque
satanicBuffAngelicChances|Angelic Fortune|Enkeli onni|Fortuna Angelical|Ангельская удача|天使之财|天使の幸運|천사의 행운|Engelhaftes Glück|Fortune angélique
satanicBuffMovementSpeed|Zephy’s Grace|Zephy's Grace|Graça de Zephy|Милость Зефи|泽菲的恩赐|ゼフィーの恵み|제피의 은총|Zephys Gnade|Grâce de Zephy
satanicBuffAttackSpeed|Fury of Tempest|Fury of Tempest|Fúria da Tempestade|Ярость бури|风暴之怒|嵐の激怒|폭풍의 분노|Wut des Sturms|Fureur de la tempête
satanicBuffCastRate|Rapid Casting|Nopea valu|Lançamento Rápido|Быстрое литье|快速施法|ラピッドキャスティング|빠른 주문|Schnelles Zaubern|Incantation rapide
satanicBuffAttackDamage|Onslaught|Hyökkäys|Massacre|Натиск|猛攻|猛攻|맹공|Ansturm|Assaut
satanicBuffSkillDamage|Nether Surge|Nether Surge|Surto do Nether|Всплеск пустоты|虚空涌动|ネザーサージ|네더 서지|Netherwoge|Déferlement du Néant
satanicBuffAncientRelic|Relic Keepers|Reliiktien säilyttäjät|Guardiões de Relíquias|Хранители реликвий|遗物守护者|遺物の番人|유물 관리자|Reliquienbewahrer|Gardiens de reliques
satanicBuffAncientGoblin|Goblin’s Greed|Goblinin ahneus|Ganância do Goblin|Жадность гоблинов|地精的贪婪|ゴブリンの強欲|고블린의 탐욕|Goblins Gier|Avidité du gobelin
satanicBuffMagicFind01|Artifact Digger|Artefact Digger|Escavador de Artefatos|Копатель артефактов|神器挖掘者|アーティファクトディガー|유물 파는 사람|Artefaktgräber|Excavateur d'artefacts
satanicBuffMagicFind02|Artifact Seeker|Artefaktin etsijä|Pesquisador de Artefatos|Искатель артефактов|神器搜寻者|アーティファクトシーカー|유물 찾는 사람|Artefaktsucher|Chercheur d'artefacts
satanicBuffMagicFind03|Artifact Excavator|Artefaktikaivinkone|Escavador de Artefatos|Экскаватор артефактов|神器挖掘者|アーティファクト発掘者|유물 발굴자|Artefaktausgräber|Excavateur d'artefacts
satanicBuffExperience01|Recruit|Rekrytoida|Recruta|Рекрут|招募|リクルート|모집|Rekrut|Recrue
satanicBuffExperience02|Combat Training|Taistelukoulutus|Treinamento de Combate|Боевая подготовка|战斗训练|戦闘訓練|전투 훈련|Kampftraining|Entraînement au combat
satanicBuffExperience03|Battle Scarred|Battle Scarred|Cicatrizes de Batalha|Шрамы битвы|战痕累累|戦闘の傷跡|전투의 상처|Vom Kampf gezeichnet|Blessures de combat
satanicBuffRecovery|Clairvoyance|Selvänäköisyys|Clarividência|Ясновидение|千里眼|千里眼|투시력|Hellsehen|Clairvoyance
satanicBuffEnemyMiniboss|Aftermath|Seuraukset|Consequência|Последствия|余波|余波|여파|Nachwirkungen|Conséquences
satanicBuffCriticalStrike|Deep Cuts|Syviä leikkauksia|Cortes Profundos|Глубокие порезы|深深的伤口|ディープカット|깊은 상처|Tiefe Schnitte|Coupures profondes
satanicBuffAncientMonster01|Old Town|Vanha kaupunki|Cidade Velha|Старый город|老城区|オールドタウン|구시가지|Altstadt|Vieille ville
satanicBuffAncientMonster02|Terror Zone|Terrorin vyöhyke|Zona do Terror|Зона ужаса|恐怖地带|テラーゾーン|테러 존|Terrorzone|Zone de terreur
satanicBuffAncientMonster03|Fields of Carnage|Fields of Carnage|Campos de Carnificina|Поля резни|屠杀之地|大虐殺の野原|대학살의 들판|Felder des Gemetzels|Champs de carnage
satanicBuffGoblinHorde|Goblin Horde|Goblin Horde|Horda Goblin|Орда гоблинов|地精大军|ゴブリンの大群|고블린 무리|Goblinhorde|Horde de gobelins
satanicBuffRelicFeast|Relic Feast|Relic-juhla|Festa de Relíquias|Пир реликвий|遗物盛宴|遺物の饗宴|유물 향연|Reliquienfest|Festin de reliques
satanicBuffSpelunker|Spelunker|Spelunker |Espeleólogo |Спелеолог |洞穴探险者 |洞窟探検家 |동굴 탐험가 |Höhlenforscher |Spéléologue 
|||||||||
[Satanic Debuffs]|||||||||
satanicDebuffLightRadius|Dusk’s Shroud|Hämärän käärinliina|Manto do Crepúsculo|Саван Заката|黄昏的笼罩|夕暮れの覆い|황혼의 수의|Leichentuch der Dämmerung|Linceul du crépuscule
satanicDebuffAllResistances|Elemental Erosion|Alkuaineeroosio|Erosão Elemental|Элементальная эрозия|元素侵蚀|元素の侵食|원소 침식|Elementare Erosion|Érosion élémentaire
satanicDebuffDamageTaken|Sundered Armor|Sundered Armor|Armadura Quebrada|Расколотая броня|破损的盔甲|鎧の破壊|분열된 갑옷|Zerrissene Rüstung|Armure brisée
satanicDebuffLife|Vitality Drain|Vitality Drain|Dreno de Vitalidade|Истощение жизненной силы|活力流失|生命力の吸収|활력 소모|Vitalitätsentzug|Drain de vitalité
satanicDebuffMana|Essence Drain|Essence Drain|Dreno de Essência|Истощение сущности|精华流失|エッセンスの吸収|에센스 소모|Essenzentzug|Drain d'essence
satanicDebuffDarkness|Abyssal Gloom|Abyssal Gloom|Escuridão Abissal|Бездонный мрак|深渊的阴暗|深淵の暗黒|심연의 우울|Abgründige Düsternis|Obscurité abyssale
satanicDebuffAllSkills|Skill Debilitation|Taitojen heikkeneminen|Debilitação de Habilidade|Ослабление навыков|技能衰弱|スキルの衰弱|기술 약화|Fertigkeitsschwächung|Affaiblissement des compétences
satanicDebuffAllAttributes|Weakening Essence|Heikentävä Essence|Essência Enfraquecida|Ослабление сущности|削弱精华|エッセンスの弱体化|약화된 에센스|Schwächende Essenz|Affaiblissement de l'essence
satanicDebuffRegen|Lifeflow Starvation|Lifeflow Starvation|Fome do Fluxo Vital|Голод жизненного потока|生命流饥渴|生命の流れの飢餓|생명력 흐름 기아|Lebensflussverhungerung|Famine du flux de vie
satanicDebuffLifeSteal|Sanguine Impairment|Sanguine-vamma|Deficiência Sanguínea|Ослабление крови|血红障碍|血の衰弱|혈관 손상|Sanguine Beeinträchtigung|Affaiblissement sanguin
satanicDebuffManaSteal|Arcane Impairment|Arkaaninen heikentyminen|Deficiência Arcana|Ослабление тайной магии|奥术障碍|秘術の衰弱|비전 손상|Arkane Beeinträchtigung|Affaiblissement des arcanes
satanicDebuffCooldown01|Consumed Time|Kulutettu aika|Tempo Consumido|Поглощенное время|消耗时间|時間の消費|소모된 시간|Verbrauchte Zeit|Temps consommé
satanicDebuffCooldown02|Absolute Limbo|Absoluuttinen Limbo|Limbo Absoluto|Абсолютное заточение|绝对边缘|絶対的な辺境|절대적 변두리|Absolutes Limbo|Limbes absolus
satanicDebuffBoulderFall|Boulder Fall|Boulder Fall|Queda de Pedregulho|Падение валуна|巨石坠落|岩の落下|바위 낙하|Felssturz|Chute de rochers
satanicDebuffMovementSpeed|Lingering Evil|Viipyvä paha|Mal Persistente|Затяжное зло|挥之不去的邪恶|長引く悪|남아있는 악|Verweilendes Böses|Mal persistant
satanicDebuffMonsterCrit|Fatal Wounds|Kuolemalliset haavat|Feridas Fatais|Смертельные раны|致命的伤口|致命傷|치명적 상처|Tödliche Wunden|Blessures mortelles
satanicDebuffMonsterLife01|Bloated Veins|Turvonnut suonet|Veias Entupidas|Вздутые вены|肿胀的血管|膨張した静脈|부풀어오른 정맥|Geschwollene Adern|Veines gonflées
